id,observed_on,latitude,longitude,place_county_name,place_state_name,place_country_name,place_admin1_name,place_admin2_name,scientific_name,taxon_id
796533,2007-04-05,40.388961,-78.966795,Cambria,Pennsylvania,United States,Pennsylvania,Cambria,Cardamine diphylla,118512
1081712,2014-04-11,35.710296,-83.780046,Blount,Tennessee,United States,Tennessee,Blount,Cardamine diphylla,118512
1099567,2010-05-09,44.340881,-72.461311,Washington,Vermont,United States,Vermont,Washington,Cardamine diphylla,118512
1099692,2010-04-17,44.297587,-72.543494,Washington,Vermont,United States,Vermont,Washington,Cardamine diphylla,118512
1102697,2012-04-29,44.328408,-72.480189,Washington,Vermont,United States,Vermont,Washington,Cardamine diphylla,118512
1104767,2012-05-05,44.337506,-72.509689,Washington,Vermont,United States,Vermont,Washington,Cardamine diphylla,118512
1116565,2014-05-23,44.28454,-72.57504,Washington,Vermont,United States,Vermont,Washington,Cardamine diphylla,118512
1267214,2015-03-01,35.701987,-83.795019,Blount,Tennessee,United States,Tennessee,Blount,Cardamine diphylla,118512
1325969,2015-03-22,35.709733,-83.780284,Blount,Tennessee,United States,Tennessee,Blount,Cardamine diphylla,118512
1345467,2015-03-27,35.132882,-85.906669,Franklin,Tennessee,United States,Tennessee,Franklin,Cardamine diphylla,118512
1389768,2015-04-12,40.2952616667,-79.80593,Allegheny,Pennsylvania,United States,Pennsylvania,Allegheny,Cardamine diphylla,118512
1415188,2015-04-22,40.43464,-79.907142,Allegheny,Pennsylvania,United States,Pennsylvania,Allegheny,Cardamine diphylla,118512
1420518,2015-04-24,40.4347811407,-79.9035662972,Allegheny,Pennsylvania,United States,Pennsylvania,Allegheny,Cardamine diphylla,118512
1423383,2015-04-25,43.95843715,-73.07526196,Addison,Vermont,United States,Vermont,Addison,Cardamine diphylla,118512
1423647,2015-04-24,40.534289,-80.157549,Allegheny,Pennsylvania,United States,Pennsylvania,Allegheny,Cardamine diphylla,118512
1426842,2015-04-25,40.699092,-82.556684,Richland,Ohio,United States,Ohio,Richland,Cardamine diphylla,118512
1428279,2015-04-26,40.5744438171,-79.8869476318,Allegheny,Pennsylvania,United States,Pennsylvania,Allegheny,Cardamine diphylla,118512
1428311,2015-04-26,40.3161125183,-79.8472213745,Allegheny,Pennsylvania,United States,Pennsylvania,Allegheny,Cardamine diphylla,118512
1434758,2015-04-28,41.25270544,-81.62905944,Summit,Ohio,United States,Ohio,Summit,Cardamine diphylla,118512
1438949,2015-04-29,40.312875,-79.8432383333,Allegheny,Pennsylvania,United States,Pennsylvania,Allegheny,Cardamine diphylla,118512
1439782,2015-04-29,41.9525433333,-79.76161,Erie,Pennsylvania,United States,Pennsylvania,Erie,Cardamine diphylla,118512
1439802,2015-04-28,42.0081466667,-80.3504383333,Erie,Pennsylvania,United States,Pennsylvania,Erie,Cardamine diphylla,118512
1439824,2015-04-28,42.0069716667,-80.3536983333,Erie,Pennsylvania,United States,Pennsylvania,Erie,Cardamine diphylla,118512
1456862,2015-05-04,44.257084,-72.579568,Washington,Vermont,United States,Vermont,Washington,Cardamine diphylla,118512
1457607,2015-05-05,43.632987,-72.520543,Windsor,Vermont,United States,Vermont,Windsor,Cardamine diphylla,118512
1466445,2015-05-07,42.987801,-72.519086,Windham,Vermont,United States,Vermont,Windham,Cardamine diphylla,118512
1466517,2015-05-08,43.652447,-73.064282,Rutland,Vermont,United States,Vermont,Rutland,Cardamine diphylla,118512
1467545,2015-05-09,43.633179,-72.522243,Windsor,Vermont,United States,Vermont,Windsor,Cardamine diphylla,118512
1467905,2015-05-09,41.3474797566,-81.4769346552,Cuyahoga,Ohio,United States,Ohio,Cuyahoga,Cardamine diphylla,118512
1470769,2015-05-09,43.6334116667,-72.5222133333,Windsor,Vermont,United States,Vermont,Windsor,Cardamine diphylla,118512
1471854,2015-05-09,43.95820728,-73.07554788,Addison,Vermont,United States,Vermont,Addison,Cardamine diphylla,118512
1474467,2015-05-10,43.667661,-72.778741,Rutland,Vermont,United States,Vermont,Rutland,Cardamine diphylla,118512
1475870,2015-05-09,40.938398,-80.177255,Lawrence,Pennsylvania,United States,Pennsylvania,Lawrence,Cardamine diphylla,118512
1481776,2015-05-12,43.718836,-72.906054,Rutland,Vermont,United States,Vermont,Rutland,Cardamine diphylla,118512
1482733,2015-05-12,42.748767,-73.187608,Bennington,Vermont,United States,Vermont,Bennington,Cardamine diphylla,118512
1486622,2015-05-13,43.690449,-73.357866,Rutland,Vermont,United States,Vermont,Rutland,Cardamine diphylla,118512
1489137,2015-05-14,43.729949,-73.020895,Rutland,Vermont,United States,Vermont,Rutland,Cardamine diphylla,118512
1491794,2015-05-14,42.00526,-80.1904666667,Erie,Pennsylvania,United States,Pennsylvania,Erie,Cardamine diphylla,118512
1495037,2015-05-15,44.501939,-73.140407,Chittenden,Vermont,United States,Vermont,Chittenden,Cardamine diphylla,118512
1497716,2015-05-15,44.284551,-72.575029,Washington,Vermont,United States,Vermont,Washington,Cardamine diphylla,118512
1503876,2015-05-17,43.7390872,-72.5233899,Windsor,Vermont,United States,Vermont,Windsor,Cardamine diphylla,118512
1518493,2015-05-18,44.342531,-72.180366,Caledonia,Vermont,United States,Vermont,Caledonia,Cardamine diphylla,118512
1519457,2015-05-18,44.3419,-72.46722,Washington,Vermont,United States,Vermont,Washington,Cardamine diphylla,118512
1521141,2015-05-21,43.643804,-72.893101,Rutland,Vermont,United States,Vermont,Rutland,Cardamine diphylla,118512
1523852,2015-05-22,44.5891539,-71.9514043,Caledonia,Vermont,United States,Vermont,Caledonia,Cardamine diphylla,118512
1603296,2015-06-07,42.472347,-72.926814,Hampshire,Massachusetts,United States,Massachusetts,Hampshire,Cardamine diphylla,118512
1603517,2015-06-07,42.472992,-72.928546,Hampshire,Massachusetts,United States,Massachusetts,Hampshire,Cardamine diphylla,118512
1616190,2015-06-10,44.906535,-85.929662,Leelanau,Michigan,United States,Michigan,Leelanau,Cardamine diphylla,118512
1622083,2015-06-11,45.5351,-65.085896,Albert,,Canada,New Brunswick,Albert,Cardamine diphylla,118512
1645350,2015-06-17,42.780009,-75.998569,Cortland,New York,United States,New York,Cortland,Cardamine diphylla,118512
1686567,2015-06-24,43.880614,-72.371325,Orange,Vermont,United States,Vermont,Orange,Cardamine diphylla,118512
1714014,2014-05-25,43.880774,-74.037359,Essex,New York,United States,New York,Essex,Cardamine diphylla,118512
1844097,2015-05-16,44.564655,-71.972908,Caledonia,Vermont,United States,Vermont,Caledonia,Cardamine diphylla,118512
2359390,2015-11-07,41.457937,-81.308043,Geauga,Ohio,United States,Ohio,Geauga,Cardamine diphylla,118512
2359721,2015-11-07,41.457937,-81.308043,Geauga,Ohio,United States,Ohio,Geauga,Cardamine diphylla,118512
2513300,2015-12-26,41.2473041315,-81.6785588235,Summit,Ohio,United States,Ohio,Summit,Cardamine diphylla,118512
2629276,2015-04-05,35.055024,-83.407381,Macon,North Carolina,United States,North Carolina,Macon,Cardamine diphylla,118512
2632622,2013-05-05,45.761889,-74.412696,Argenteuil,,Canada,Québec,Argenteuil,Cardamine diphylla,118512
2702943,2016-02-20,33.88288,-84.4424833333,Fulton,Georgia,United States,Georgia,Fulton,Cardamine diphylla,118512
2763459,2015-05-09,42.386765,-73.235607,Berkshire,Massachusetts,United States,Massachusetts,Berkshire,Cardamine diphylla,118512
2769038,2016-03-08,33.0079611167,-87.630195,Tuscaloosa,Alabama,United States,Alabama,Tuscaloosa,Cardamine diphylla,118512
2783805,2016-03-14,41.3558349609,-81.5744476318,Cuyahoga,Ohio,United States,Ohio,Cuyahoga,Cardamine diphylla,118512
2806667,2016-03-19,41.71982,-81.1730383333,Lake,Ohio,United States,Ohio,Lake,Cardamine diphylla,118512
2812226,2016-03-20,42.965358,-76.347299,Onondaga,New York,United States,New York,Onondaga,Cardamine diphylla,118512
2857459,2016-03-31,41.553000697,-81.5322562846,Cuyahoga,Ohio,United States,Ohio,Cuyahoga,Cardamine diphylla,118512
2862302,2016-04-01,35.8470451786,-86.0145665613,Cannon,Tennessee,United States,Tennessee,Cannon,Cardamine diphylla,118512
2908995,2016-04-08,41.1385165471,-81.3867194734,Portage,Ohio,United States,Ohio,Portage,Cardamine diphylla,118512
2916502,2016-04-07,42.9651910812,-76.3469366078,Onondaga,New York,United States,New York,Onondaga,Cardamine diphylla,118512
2916523,2016-04-07,42.9650928453,-76.3475318906,Onondaga,New York,United States,New York,Onondaga,Cardamine diphylla,118512
2943079,2016-04-15,40.28083,-79.94352,Allegheny,Pennsylvania,United States,Pennsylvania,Allegheny,Cardamine diphylla,118512
2951687,2016-04-15,41.0844576873,-81.1472873898,Portage,Ohio,United States,Ohio,Portage,Cardamine diphylla,118512
2970130,2016-04-18,43.742925,-72.3239133333,Windsor,Vermont,United States,Vermont,Windsor,Cardamine diphylla,118512
2975708,2016-04-19,42.0264069876,-73.1371970941,Litchfield,Connecticut,United States,Connecticut,Litchfield,Cardamine diphylla,118512
2976893,2016-04-19,41.03709976,-81.85419528,Medina,Ohio,United States,Ohio,Medina,Cardamine diphylla,118512
2977904,2016-04-18,41.4046520044,-81.2483069314,Geauga,Ohio,United States,Ohio,Geauga,Cardamine diphylla,118512
2987717,2016-04-20,41.38862495,-81.54325183,Cuyahoga,Ohio,United States,Ohio,Cuyahoga,Cardamine diphylla,118512
2992428,2016-04-20,41.1208528333,-81.5217533333,Summit,Ohio,United States,Ohio,Summit,Cardamine diphylla,118512
2992468,2016-04-20,41.2528033333,-81.40007,Summit,Ohio,United States,Ohio,Summit,Cardamine diphylla,118512
2993774,2016-04-21,41.7759165354,-73.4155176022,Litchfield,Connecticut,United States,Connecticut,Litchfield,Cardamine diphylla,118512
3003632,2016-04-22,42.0766632,-75.1364035,Delaware,New York,United States,New York,Delaware,Cardamine diphylla,118512
3005708,2016-04-22,41.3325533333,-81.408675,Summit,Ohio,United States,Ohio,Summit,Cardamine diphylla,118512
3011451,2016-04-23,42.96632484,-76.38458959,Onondaga,New York,United States,New York,Onondaga,Cardamine diphylla,118512
3014046,2016-04-22,41.114035,-81.803922,Medina,Ohio,United States,Ohio,Medina,Cardamine diphylla,118512
3014917,2016-04-23,41.2684160197,-81.6382398167,Summit,Ohio,United States,Ohio,Summit,Cardamine diphylla,118512
3015046,2016-04-23,44.35776073,-72.5263593,Washington,Vermont,United States,Vermont,Washington,Cardamine diphylla,118512
3017633,2016-04-23,40.930948,-80.233025,Lawrence,Pennsylvania,United States,Pennsylvania,Lawrence,Cardamine diphylla,118512
3020719,2016-04-23,41.121056,-81.52137,Summit,Ohio,United States,Ohio,Summit,Cardamine diphylla,118512
3030040,2016-04-24,43.654817,-73.065068,Rutland,Vermont,United States,Vermont,Rutland,Cardamine diphylla,118512
3030097,2016-04-24,43.658046,-73.066355,Rutland,Vermont,United States,Vermont,Rutland,Cardamine diphylla,118512
3040079,2016-04-26,41.4397752516,-81.4081995729,Cuyahoga,Ohio,United States,Ohio,Cuyahoga,Cardamine diphylla,118512
3041967,2016-04-25,40.177712,-79.781213,Westmoreland,Pennsylvania,United States,Pennsylvania,Westmoreland,Cardamine diphylla,118512
3044929,2016-04-27,43.65488,-73.228194,Rutland,Vermont,United States,Vermont,Rutland,Cardamine diphylla,118512
3046122,2016-04-26,40.96893,-82.476629,Richland,Ohio,United States,Ohio,Richland,Cardamine diphylla,118512
3047009,2016-04-27,41.45008887,-81.41632493,Cuyahoga,Ohio,United States,Ohio,Cuyahoga,Cardamine diphylla,118512
3055292,2016-04-29,41.402825,-81.883676,Cuyahoga,Ohio,United States,Ohio,Cuyahoga,Cardamine diphylla,118512
3066609,2016-04-30,44.33540222,-72.458236,Washington,Vermont,United States,Vermont,Washington,Cardamine diphylla,118512
3067309,2016-04-29,40.592415,-74.556007,Somerset,New Jersey,United States,New Jersey,Somerset,Cardamine diphylla,118512
3068708,2016-04-30,42.9119444444,-73.8075,Saratoga,New York,United States,New York,Saratoga,Cardamine diphylla,118512
3069284,2016-04-30,41.00835,-80.004084,Butler,Pennsylvania,United States,Pennsylvania,Butler,Cardamine diphylla,118512
3069797,2016-04-30,41.06881,-80.089037,Butler,Pennsylvania,United States,Pennsylvania,Butler,Cardamine diphylla,118512
3080341,2016-04-21,35.5827916667,-83.3558333333,Swain,North Carolina,United States,North Carolina,Swain,Cardamine diphylla,118512
3084887,2016-05-02,40.551611,-79.536316,Armstrong,Pennsylvania,United States,Pennsylvania,Armstrong,Cardamine diphylla,118512
3085992,2016-04-30,40.27012,-79.9727783333,Allegheny,Pennsylvania,United States,Pennsylvania,Allegheny,Cardamine diphylla,118512
3089998,2016-05-03,43.634,-72.52227,Windsor,Vermont,United States,Vermont,Windsor,Cardamine diphylla,118512
3095376,2016-04-22,44.298022,-73.095401,Chittenden,Vermont,United States,Vermont,Chittenden,Cardamine diphylla,118512
3108143,2016-05-05,42.0262388885,-73.1372387522,Litchfield,Connecticut,United States,Connecticut,Litchfield,Cardamine diphylla,118512
3115875,2016-05-06,43.69157657,-72.33498791,Windsor,Vermont,United States,Vermont,Windsor,Cardamine diphylla,118512
3118808,2016-05-07,44.19804322,-72.59298816,Washington,Vermont,United States,Vermont,Washington,Cardamine diphylla,118512
3119493,2016-05-07,44.3256133333,-72.5128466667,Washington,Vermont,United States,Vermont,Washington,Cardamine diphylla,118512
3130204,2016-05-05,42.889062569,-78.7160440781,Erie,New York,United States,New York,Erie,Cardamine diphylla,118512
3136984,2016-05-09,42.47059,-73.4781433333,Columbia,New York,United States,New York,Columbia,Cardamine diphylla,118512
3137271,2016-04-29,40.592171,-74.556495,Somerset,New Jersey,United States,New Jersey,Somerset,Cardamine diphylla,118512
3139728,2016-04-23,40.556734,-80.163114,Allegheny,Pennsylvania,United States,Pennsylvania,Allegheny,Cardamine diphylla,118512
3140681,2016-05-10,43.683984,-73.202677,Rutland,Vermont,United States,Vermont,Rutland,Cardamine diphylla,118512
3154107,2016-05-10,43.8239534558,-72.2477532438,Orange,Vermont,United States,Vermont,Orange,Cardamine diphylla,118512
3158085,2016-05-12,44.3298104313,-72.6892780793,Washington,Vermont,United States,Vermont,Washington,Cardamine diphylla,118512
3160418,2016-05-12,43.68855488,-72.32444209,Windsor,Vermont,United States,Vermont,Windsor,Cardamine diphylla,118512
3164940,2016-05-13,44.28742025,-72.39654002,Washington,Vermont,United States,Vermont,Washington,Cardamine diphylla,118512
3165615,2016-05-12,43.7839781726,-72.2538781074,Windsor,Vermont,United States,Vermont,Windsor,Cardamine diphylla,118512
3167882,2016-05-13,42.890927336,-78.7184405676,Erie,New York,United States,New York,Erie,Cardamine diphylla,118512
3172931,2016-05-14,44.30730386,-72.36192892,Washington,Vermont,United States,Vermont,Washington,Cardamine diphylla,118512
3173730,2016-05-04,45.351663,-76.000006,Ottawa,,Canada,Ontario,Ottawa,Cardamine diphylla,118512
3174768,2016-05-14,44.4721049723,-72.6859857515,Lamoille,Vermont,United States,Vermont,Lamoille,Cardamine diphylla,118512
3179507,2016-05-07,46.97272,-84.369627,,,Canada,Ontario,Algoma,Cardamine diphylla,118512
3184433,2016-05-15,44.8287731829,-85.9761526343,Leelanau,Michigan,United States,Michigan,Leelanau,Cardamine diphylla,118512
3184647,2016-05-14,44.385325,-72.7731083333,Washington,Vermont,United States,Vermont,Washington,Cardamine diphylla,118512
3187435,2016-05-16,44.16221821,-73.13740732,Addison,Vermont,United States,Vermont,Addison,Cardamine diphylla,118512
3190432,2016-05-16,45.5931371637,-64.9631178473,Albert,,Canada,New Brunswick,Albert,Cardamine diphylla,118512
3206942,2016-05-18,43.87164331,-72.22628338,Orange,Vermont,United States,Vermont,Orange,Cardamine diphylla,118512
3207748,2016-05-18,44.31968,-72.50618911,Washington,Vermont,United States,Vermont,Washington,Cardamine diphylla,118512
3215360,2016-05-19,43.84422876,-72.26835217,Orange,Vermont,United States,Vermont,Orange,Cardamine diphylla,118512
3217585,2016-05-19,43.2672827505,-72.8692484368,Bennington,Vermont,United States,Vermont,Bennington,Cardamine diphylla,118512
